city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
0,275,5,2,4,0,1,1,0,3200,250,57,3507
0,58,2,1,2,8,1,0,500,2100,45,31,2676
2,170,3,2,2,4,1,0,1970,9000,900,115,11990
2,16,1,1,0,1,0,1,0,850,9,11,870
4,192,3,2,1,0,1,1,0,4500,350,69,4919
2,196,2,3,3,8,1,1,3210,5500,73,70,8853
2,45,1,1,1,3,0,0,800,4000,84,51,4935
2,40,1,1,0,3,1,1,300,1100,0,14,1414
2,289,3,3,2,6,0,1,2850,15000,777,191,18820
3,73,3,2,2,6,0,1,812,1500,204,20,2536
2,65,3,1,1,6,1,0,550,1900,20,25,2495
2,25,1,1,0,3,0,1,327,1178,27,15,1547
2,68,1,1,1,12,1,0,4240,6000,584,77,10900
2,512,4,6,5,8,1,0,7774,3500,2817,45,14140
2,100,3,3,2,7,1,0,1058,3310,379,42,4789
2,41,1,1,1,3,1,0,534,2800,133,36,3503
4,80,3,2,0,7,1,1,950,2720,192,36,3898
2,53,1,1,0,3,0,1,170,1680,68,22,1940
1,52,2,1,1,5,1,0,253,1375,66,19,1713
1,130,3,2,2,4,1,1,930,2200,260,30,3420
2,87,3,2,0,14,0,0,1078,3500,0,45,4623
3,55,2,1,1,3,1,1,344,950,20,13,1327
0,68,1,1,1,1,0,0,445,1300,70,19,1834
2,230,3,4,4,12,0,1,2200,6500,750,83,9533
0,75,3,2,1,5,1,1,441,1510,90,23,2064
2,50,2,1,0,2,0,1,1000,1000,45,13,2058
2,465,4,4,4,3,1,1,4500,6500,1167,83,12250
3,346,5,5,2,0,1,1,0,3800,407,58,4265
3,113,3,3,2,4,1,1,1000,3804,0,49,4853
4,75,1,2,1,3,1,1,1600,4300,209,56,6165
2,125,3,3,2,2,1,1,2250,3250,500,42,6042
2,35,1,1,0,1,0,1,0,1230,0,16,1246
2,34,1,1,0,9,1,1,310,4600,55,59,5024
2,200,5,2,3,0,1,1,0,4800,300,73,5173
2,215,4,4,3,6,1,1,3800,3400,1084,44,8328
2,92,3,2,2,7,1,1,880,3100,253,40,4273
1,70,3,2,1,2,1,1,500,1250,86,17,1853
2,61,2,1,0,1,0,1,230,1220,25,16,1491
2,37,1,1,0,6,1,1,555,1100,37,14,1706
4,30,1,1,0,8,1,1,0,2600,21,19,2640
1,65,3,1,1,2,1,1,220,850,59,12,1141
0,40,1,1,0,2,1,0,0,1630,4,24,1658
0,52,2,1,1,1,0,1,205,750,18,11,984
2,39,1,1,1,15,1,0,356,2200,60,28,2644
2,350,3,3,8,0,1,1,0,9240,1042,139,10420
4,70,2,1,0,10,0,0,800,2900,200,38,3938
3,140,3,3,2,8,1,1,1100,2330,198,30,3658
2,70,2,1,0,0,1,1,0,999,42,16,1057
1,60,1,2,1,7,1,1,2200,2200,0,30,4430
2,100,3,1,0,6,1,0,805,3900,120,50,4875
0,53,2,1,0,3,1,1,234,1560,0,23,1817
2,170,2,3,3,6,0,0,2500,5950,417,76,8943
0,270,3,2,2,0,1,1,0,2350,213,42,2605
2,68,2,2,1,14,1,1,600,4900,167,63,5730
2,58,2,2,2,10,1,1,770,1450,70,19,2309
3,73,3,2,1,9,1,1,635,1600,100,21,2356
2,20,1,1,0,3,1,0,602,1800,130,23,2555
0,60,2,1,1,2,1,1,310,950,0,14,1274
2,65,3,2,0,2,1,0,1000,3200,245,41,4486
1,32,1,1,0,0,0,0,550,1300,0,18,1868
4,80,2,2,0,8,1,0,650,1700,100,22,2472
0,50,1,1,0,1,1,1,0,650,80,10,740
2,65,2,2,1,3,1,1,650,2800,209,36,3695
0,129,2,2,2,9,1,0,1200,6800,209,100,8309
2,145,2,2,1,3,1,0,670,4300,72,55,5097
3,48,1,1,1,6,0,1,565,736,0,10,1311
2,38,1,1,1,12,1,0,580,2000,100,26,2706
1,520,5,5,2,15,0,1,1870,15000,780,200,17850
1,184,3,3,1,2,1,1,400,1200,132,16,1748
2,130,2,3,2,4,0,1,1600,4000,417,51,6068
4,26,1,1,0,10,1,1,963,1500,58,20,2541
2,350,7,4,2,0,0,1,0,8000,1250,121,9371
0,38,1,1,0,15,1,1,210,1300,38,19,1567
0,194,2,3,0,3,1,1,700,3310,333,49,4392
2,160,3,3,2,1,1,0,1990,12650,360,161,15160
1,32,1,1,1,9,1,1,197,1500,132,20,1849
4,175,4,1,0,0,1,1,0,2146,197,33,2376
2,26,1,1,1,9,1,0,1570,1700,223,22,3515
3,66,2,1,1,0,1,0,340,1050,47,14,1451
2,83,3,2,1,9,0,0,805,3300,80,42,4227
2,50,1,1,0,3,1,1,360,2800,0,36,3196
2,400,3,6,3,0,1,1,0,4780,817,72,5669
2,30,1,1,1,3,1,0,700,3300,9,42,4051
2,92,3,2,1,3,1,1,1500,2000,195,26,3721
1,156,7,2,1,3,1,1,350,2200,187,30,2767
2,150,3,4,3,4,1,1,2080,1980,648,26,4734
4,25,1,1,0,4,1,1,50,550,0,8,608
4,60,2,1,1,14,1,1,742,1450,236,19,2447
2,40,1,1,1,3,0,0,600,2300,34,30,2964
2,180,4,4,2,2,1,1,2600,2000,584,26,5210
2,230,3,2,3,0,0,1,0,4500,367,68,4935
2,70,2,2,0,6,1,1,900,1850,50,24,2824
2,70,1,2,1,0,1,1,0,1500,125,23,1648
2,380,4,4,2,0,1,1,0,5500,1000,83,6583
0,80,2,2,2,21,1,1,1380,3670,163,54,5267
3,66,2,2,1,2,0,0,536,2270,76,29,2911
2,86,2,1,1,5,1,1,995,2500,0,32,3527
0,80,3,2,1,2,1,1,200,1739,25,26,1990
0,84,3,2,1,1,1,1,750,1600,109,24,2483
2,262,3,5,3,4,1,1,2130,5525,1000,71,8726
1,90,3,1,1,1,1,1,277,1430,99,20,1826
1,160,3,3,3,0,0,1,0,4500,350,74,4924
2,58,2,2,1,14,1,1,480,2100,88,27,2695
2,165,3,3,2,3,1,0,1663,6000,502,77,8242
2,48,1,1,0,5,1,1,650,1490,0,19,2159
2,112,3,2,3,0,1,1,0,3300,32,50,3382
2,110,3,2,2,11,1,1,1179,3500,205,45,4929
1,72,2,2,2,14,1,1,568,5300,375,71,6314
4,65,1,1,0,0,1,1,300,1800,30,24,2154
1,150,3,1,1,4,1,1,250,780,0,11,1041
2,65,3,2,1,15,0,1,500,1900,29,25,2454
0,90,3,1,1,3,1,1,350,1550,0,23,1923
0,66,2,2,0,4,1,1,250,1600,0,24,1874
2,117,2,3,3,15,1,1,1500,9000,560,115,11180
4,80,3,2,0,1,0,1,978,2870,180,37,4065
4,64,2,1,0,3,1,1,210,900,38,12,1160
2,64,1,1,0,9,1,1,500,1750,0,23,2273
2,55,1,1,0,0,1,1,0,1650,0,25,1675
0,70,2,1,1,11,1,1,400,1350,28,20,1798
2,74,2,3,2,26,1,1,450,3200,40,41,3731
2,126,3,4,1,3,1,1,1980,4000,309,51,6340
2,480,4,5,3,0,1,1,0,15000,742,226,15970
1,97,3,3,1,1,0,1,320,1300,109,18,1747
0,76,2,2,1,3,1,1,250,2200,70,33,2553
4,102,3,1,1,5,1,1,1897,1500,137,20,3554
1,200,4,3,2,0,1,1,0,5700,236,94,6030
2,38,1,1,0,0,1,0,150,1900,5,25,2080
2,400,4,5,3,3,1,0,4670,6000,1195,77,11940
2,200,3,1,2,0,1,1,0,3000,0,46,3046
1,80,3,2,0,5,0,1,280,1500,112,20,1912
3,80,3,1,4,0,1,1,0,5500,0,83,5583
1,200,4,3,2,0,1,1,0,14500,403,238,15140
2,36,1,1,0,8,0,1,284,1650,0,21,1955
2,151,3,3,3,1,1,0,1800,3950,750,51,6551
2,49,2,2,1,5,1,1,432,2400,55,31,2918
2,51,1,1,0,9,1,1,367,1700,84,22,2173
0,80,3,2,1,6,0,1,557,2700,84,40,3381
3,55,2,1,1,1,1,1,422,870,90,12,1394
2,110,2,2,1,1,1,1,550,2700,121,35,3406
1,30,1,1,1,2,0,0,0,860,0,12,872
3,60,2,1,1,3,1,1,200,1100,84,14,1398
2,830,2,2,2,0,1,1,0,2001,159,31,2191
2,140,3,2,2,23,0,0,900,5000,142,64,6106
1,70,3,1,1,1,0,1,190,1150,0,16,1356
2,140,3,2,0,2,1,1,2450,7000,542,89,10080
4,90,2,2,0,13,0,0,1002,6000,70,78,7150
4,85,3,2,1,8,1,1,770,2300,115,30,3215
4,150,3,3,1,1,0,1,2400,4000,334,52,6786
4,70,2,1,0,2,0,1,150,950,30,13,1143
2,205,3,3,4,8,1,0,2700,8500,788,108,12100
1,167,4,3,3,4,0,1,500,5140,167,69,5876
0,47,1,1,1,1,0,0,400,2200,0,33,2633
0,63,2,2,1,13,1,1,480,2000,56,30,2566
4,18,1,1,0,14,0,1,521,1040,95,14,1670
4,187,2,3,3,14,1,1,1600,3100,292,40,5032
2,79,3,2,2,3,1,1,995,2200,146,28,3369
0,44,1,1,0,5,1,1,350,769,35,12,1166
2,90,2,3,1,2,1,1,574,2100,0,27,2701
2,220,4,2,1,2,0,1,1340,6000,17,77,7434
3,100,2,1,0,16,1,1,550,900,61,12,1523
2,120,3,4,3,4,1,1,1300,4440,289,57,6086
1,180,4,3,3,10,1,1,2397,4500,520,60,7477
4,253,4,3,1,5,1,1,2000,3000,600,39,5639
2,50,2,1,0,0,0,1,0,900,50,14,964
1,120,2,3,1,4,1,1,350,1800,0,24,2174
2,220,4,2,2,3,0,1,2560,8000,650,102,11310
2,140,2,1,0,13,1,1,900,2200,0,28,3128
4,180,4,2,2,3,0,1,2043,7500,409,97,10050
2,170,3,5,3,7,0,1,2091,4500,951,19,7561
2,250,5,3,6,0,1,1,0,15000,2704,226,17930
4,70,1,2,1,3,1,1,1200,2200,149,29,3578
4,60,1,1,0,1,1,1,350,1000,0,13,1363
2,380,4,2,6,0,1,1,0,9800,525,148,10470
2,32,1,1,1,3,0,0,480,2150,0,28,2658
0,116,3,2,2,4,1,1,670,3400,200,50,4320
4,19,1,1,0,3,1,1,310,500,45,7,862
3,140,3,2,1,5,1,1,980,2000,221,26,3227
2,500,4,3,5,0,0,0,0,12000,84,181,12270
0,80,2,1,0,0,1,1,0,950,0,17,967
4,64,2,1,0,0,0,1,0,1700,78,26,1804
2,20,1,1,0,0,1,0,0,2060,0,27,2087
2,237,4,4,4,4,1,1,3100,4990,1031,64,9185
2,190,4,4,3,17,1,1,2263,6000,899,77,9239
4,28,1,1,0,2,1,1,200,1600,0,21,1821
3,46,2,1,1,3,0,1,250,1100,53,5,1408
0,120,3,2,2,2,0,1,600,2000,121,30,2751
2,76,2,1,1,0,1,1,0,2000,45,31,2076
2,142,3,2,1,14,1,1,1950,8500,194,108,10750
4,296,3,2,1,12,1,1,1400,13500,848,174,15920
1,365,4,6,6,0,1,1,490,13000,459,214,14160
4,125,4,2,2,2,0,1,1676,4500,40,58,6274
3,55,2,1,1,2,1,1,450,1550,83,20,2103
2,400,6,4,3,0,1,1,0,3999,2250,61,6310
2,50,1,1,0,0,1,0,464,1190,114,18,1786
2,36,1,1,0,6,1,1,423,2680,47,34,3184
0,48,1,1,1,12,1,0,950,2500,0,37,3487
0,38,1,1,0,6,1,0,530,850,34,13,1427
0,94,1,1,1,2,1,1,700,4800,250,71,5821
2,49,2,1,1,10,0,1,513,1890,0,24,2427
4,60,2,1,1,2,1,1,300,1300,53,17,1670
3,70,2,3,1,7,1,1,1196,2004,0,26,3226
2,75,3,2,1,16,1,1,670,1539,0,20,2229
2,54,1,1,0,8,1,0,500,3949,0,51,4500
2,50,1,1,0,11,1,0,370,3398,177,44,3989
4,81,2,3,2,7,0,0,1010,5500,1800,71,8381
2,750,4,6,2,0,1,1,0,15000,2041,226,17270
2,20,1,1,0,4,1,0,602,1800,130,23,2555
2,100,2,3,2,9,1,1,0,12960,0,165,13130
2,49,1,1,1,1,0,1,545,1200,0,16,1761
2,20,1,1,0,1,0,1,0,1000,84,13,1097
4,80,2,1,0,3,1,1,871,600,94,8,1573
4,156,3,2,3,9,1,1,1200,2200,167,29,3596
2,287,3,3,4,0,1,1,900,4477,900,68,6345
1,130,4,4,3,16,0,1,1778,5200,529,70,7577
0,302,4,4,3,2,1,1,2100,8973,750,132,11960
2,35,1,1,0,5,0,1,400,1740,50,23,2213
2,90,2,1,0,1,1,1,255,1990,0,26,2271
2,81,2,1,1,4,0,1,1121,3910,340,50,5421
4,40,2,1,0,2,1,1,480,1417,84,18,1999
2,60,2,1,1,4,1,1,750,1841,77,7,2675
4,25,1,1,0,11,0,0,350,2928,34,38,3350
2,700,5,7,5,0,1,1,0,15000,2240,226,17470
2,237,3,5,3,8,1,0,2200,5500,917,70,8687
2,162,2,2,1,13,1,1,1804,5000,545,64,7413
2,190,4,3,2,0,0,0,0,8311,415,125,8851
3,46,1,1,0,5,1,0,1300,1950,0,25,3275
2,172,3,4,3,1,1,1,1596,8000,820,102,10520
2,236,4,5,5,5,1,1,2827,5000,1261,64,9152
2,100,3,1,2,0,0,1,0,1600,84,25,1709
1,80,1,1,0,11,1,1,350,1000,0,14,1364
2,335,3,4,4,0,1,0,0,6200,650,94,6944
2,190,3,2,1,0,1,1,0,4100,84,62,4246
4,207,4,3,1,5,1,1,1500,4240,542,55,6337
0,72,2,2,1,3,1,0,300,2000,109,30,2439
0,102,3,2,1,9,1,0,1050,4000,125,59,5234
2,50,1,1,0,0,0,1,0,880,17,14,911
2,150,3,4,0,4,1,1,1200,5900,475,75,7650
1,220,4,3,2,2,1,1,1200,3500,271,47,5018
2,150,3,3,1,9,1,1,1700,13000,305,165,15170
4,110,3,2,1,2,1,1,800,2100,155,28,3083
2,300,4,4,4,19,1,0,2800,9000,1667,115,13580
0,29,1,1,0,2,1,1,148,1380,15,21,1564
2,40,1,1,0,5,1,1,578,2300,0,30,2908
2,500,4,5,3,0,0,0,550,13500,3334,172,17560
2,45,1,1,1,2,1,1,565,2300,0,30,2895
4,75,2,2,1,8,1,1,684,1800,84,24,2592
2,80,2,2,1,9,1,0,767,3200,213,41,4221
0,65,2,1,0,5,1,1,550,850,34,13,1447
2,400,5,5,4,0,1,0,3200,6141,817,93,10250
2,49,1,1,2,8,1,0,2000,8000,217,102,10320
2,70,2,1,0,12,1,0,715,2100,114,27,2956
2,130,4,2,6,0,1,1,0,6100,512,92,6704
2,146,3,4,3,4,1,1,2100,6000,584,77,8761
0,64,2,1,0,7,1,0,650,2000,57,30,2737
2,63,3,2,1,8,1,1,440,3300,10,42,3792
1,46,2,1,1,2,1,1,300,850,62,12,1224
2,90,2,1,0,0,1,1,0,1199,42,19,1260
2,573,4,5,7,0,1,0,0,14000,1974,211,16190
2,38,1,1,0,6,1,1,0,1680,0,22,1702
1,70,2,1,1,4,1,0,600,1500,125,20,2245
1,23,1,1,0,2,0,1,210,950,50,13,1223
2,84,2,2,1,0,1,1,0,2000,109,31,2140
4,40,1,1,1,11,0,0,575,2500,128,33,3236
2,1600,4,5,12,0,1,1,1,6900,5000,104,12010
1,200,5,3,2,0,1,1,0,2300,170,38,2508
2,100,3,2,0,0,1,1,0,3000,172,46,3218
0,69,2,2,0,3,1,1,334,1500,40,22,1896
2,92,3,2,2,4,1,1,0,2800,179,36,3015
2,120,3,2,4,8,1,1,1365,4500,398,58,6321
1,90,3,2,2,7,0,1,1080,2500,348,34,3962
2,53,2,1,1,8,1,0,720,3250,67,42,4079
2,300,3,3,4,0,1,1,1,3700,950,56,4707
2,65,2,2,2,21,1,1,650,3200,234,41,4125
1,269,4,3,2,0,1,1,0,4900,357,81,5338
3,130,3,2,1,7,1,1,1000,2500,100,32,3632
2,248,3,4,4,9,1,1,4094,5500,146,70,9810
1,45,1,1,1,6,0,1,251,1300,101,18,1670
2,130,3,1,2,0,1,1,0,3800,130,58,3988
0,75,2,1,0,10,1,1,600,1100,60,17,1777
4,250,2,4,8,0,1,1,0,4500,325,69,4894
2,35,1,1,1,7,1,0,715,2370,0,31,3116
4,130,3,3,1,13,1,1,1510,2700,260,35,4505
2,30,1,1,0,6,1,0,450,1700,0,22,2172
2,200,3,4,3,8,1,1,1700,6800,667,87,9254
2,40,1,1,0,1,1,1,0,900,155,12,1067
4,113,3,1,0,3,1,0,1500,4000,385,52,5937
4,100,2,2,2,4,1,1,1439,5500,233,71,7243
2,52,2,1,1,9,1,1,480,1150,55,15,1700
2,34,1,1,1,4,0,1,475,2200,77,28,2780
2,73,3,2,3,2,1,1,1100,1250,155,16,2521
1,210,4,5,3,4,1,1,1635,5200,606,70,7511
3,219,4,5,2,4,1,0,1954,3800,472,49,6275
1,70,3,2,1,4,1,1,370,1600,113,22,2105
0,65,1,2,2,3,1,1,500,2500,0,37,3037
2,52,1,1,0,3,0,0,218,2585,0,10,2813
3,80,2,1,1,6,0,1,498,1000,75,13,1586
4,74,2,1,1,10,1,1,701,1768,34,23,2526
2,35,1,1,1,11,1,1,470,2500,22,32,3024
3,70,1,1,2,0,1,1,0,1450,5,22,1477
0,193,4,3,4,0,1,0,0,4000,125,72,4197
2,50,1,1,0,0,1,1,0,700,45,11,756
4,55,2,2,1,5,0,1,720,850,58,11,1639
3,44,1,1,0,8,1,0,310,770,12,10,1102
2,68,2,1,1,9,1,1,706,1700,0,22,2428
1,300,3,2,1,2,1,1,600,2300,267,31,3198
1,70,1,1,0,0,1,1,0,800,153,14,967
2,300,4,4,2,0,1,1,0,8500,267,128,8895
1,203,4,3,3,11,0,1,2500,6400,971,86,9957
2,45,2,2,0,0,0,1,0,1650,84,25,1759
2,240,3,4,3,8,1,1,2900,7000,1225,89,11210
0,100,2,3,2,3,1,0,350,2600,100,38,3088
0,137,3,2,3,5,1,1,500,2800,150,41,3491
2,61,2,2,1,1,1,1,885,2000,130,26,3041
0,60,2,2,1,4,1,1,375,1500,0,22,1897
2,13,1,1,0,1,1,1,0,2200,5,28,2233
2,98,2,2,0,21,1,0,1552,9000,375,115,11040
2,138,2,3,2,22,1,1,1500,9800,545,125,11970
1,80,2,2,2,19,0,1,950,4500,501,60,6011
1,30,1,1,0,2,1,1,0,525,25,7,557
2,63,2,2,2,10,0,0,783,2000,24,26,2833
1,95,2,3,2,4,0,1,1389,4500,415,60,6364
2,54,2,1,1,5,1,0,600,1100,192,14,1906
2,35,1,1,1,24,1,0,540,2100,140,27,2807
0,44,1,1,0,2,1,0,316,1163,49,17,1545
4,140,2,3,2,7,1,1,2400,6500,667,84,9651
2,70,2,1,0,0,1,1,0,1700,255,26,1981
1,162,3,3,2,3,1,1,380,2800,125,38,3343
2,420,4,4,4,19,1,1,4900,11050,3700,141,19790
1,147,4,5,3,3,1,1,1200,2975,293,40,4508
3,80,1,1,1,7,1,1,550,2800,100,36,3486
4,89,2,2,2,4,1,0,1744,3900,266,51,5961
2,163,3,3,3,8,1,0,1532,2550,417,33,4532
2,42,1,1,1,5,1,1,330,2100,107,27,2564
2,330,4,5,2,4,1,1,4400,12500,1334,159,18390
2,70,1,1,1,2,1,1,300,1200,157,16,1673
4,104,3,2,1,6,1,1,1077,2500,134,33,3744
4,43,1,1,0,7,1,1,1,1400,75,19,1495
2,67,2,1,1,2,1,0,814,1300,91,17,2222
2,450,4,5,6,4,1,1,6600,9900,2600,126,19230
2,28,1,1,1,5,1,1,500,1580,0,21,2101
2,46,1,1,1,12,0,0,1445,5000,298,64,6807
2,34,1,1,1,7,1,0,510,3800,0,49,4359
2,33,1,1,1,11,0,0,1680,2500,158,32,4370
1,70,3,1,0,3,0,1,275,1200,104,16,1595
2,90,3,1,1,2,0,1,600,2400,0,31,3031
2,75,3,3,2,10,1,1,865,2000,192,26,3083
1,150,6,5,8,0,1,1,0,8000,625,132,8757
2,300,3,3,3,0,1,1,0,3500,250,53,3803
0,70,2,2,2,3,0,1,700,1900,67,28,2695
4,320,3,4,1,11,0,1,2200,5800,292,75,8367
1,800,4,5,0,0,1,1,0,4275,200,71,4546
2,400,4,7,4,0,1,0,0,12000,667,181,12850
2,288,3,3,3,8,1,1,3032,3325,1295,43,7695
4,90,2,2,1,3,1,1,600,1200,17,16,1833
2,209,4,4,3,7,0,1,4300,3900,1084,50,9334
2,55,2,1,1,6,1,1,653,2100,11,27,2791
2,280,4,4,7,0,1,0,890,4000,278,61,5229
2,190,4,4,4,14,1,1,2000,8000,1326,102,11430
2,20,1,1,0,3,1,0,602,1800,130,23,2555
2,294,3,6,3,0,1,1,0,2400,512,37,2949
2,40,1,1,0,0,0,1,0,780,17,12,809
2,60,2,1,1,3,1,0,600,2230,19,29,2878
2,400,4,3,2,0,1,1,0,3390,400,43,3833
2,350,5,4,8,0,0,1,0,9000,762,136,9898
1,68,3,2,1,2,1,1,150,900,76,12,1138
0,40,1,1,1,0,1,1,0,960,15,18,993
2,220,3,4,3,1,1,1,2750,5800,1040,74,9664
2,200,3,3,3,0,1,1,0,7000,737,106,7843
3,65,2,1,1,7,1,1,550,1100,100,14,1764
2,225,4,3,2,0,1,0,0,4400,290,67,4757
2,55,1,1,1,4,0,0,812,3200,0,41,4053
2,100,2,2,1,0,1,1,0,2800,125,43,2968
2,116,4,3,2,8,1,1,1040,2400,330,31,3801
4,59,2,1,0,7,0,0,1400,5000,244,65,6709
2,380,3,2,3,5,1,1,3200,15000,917,191,19310
2,175,4,3,3,3,1,0,1750,13000,850,165,15770
2,37,1,1,1,11,1,0,800,2800,0,36,3636
2,34,1,1,1,2,0,1,490,1750,77,23,2340
4,58,1,1,1,11,1,1,650,1050,56,14,1770
2,72,3,1,1,2,1,1,461,1600,0,21,2082
1,135,4,2,2,2,1,1,950,3800,294,51,5095
4,164,4,3,2,5,1,1,1500,5000,412,65,6977
2,190,3,3,2,0,1,1,0,6800,392,103,7295
4,110,3,1,0,7,1,0,950,2530,167,33,3680
2,80,2,2,2,0,1,0,1000,5500,0,70,6570
4,90,3,2,1,5,1,1,973,1500,30,20,2523
0,54,2,1,1,2,1,1,150,900,100,14,1164
4,100,3,2,1,6,1,1,1300,3800,180,49,5329
0,37,1,1,0,1,1,1,270,650,23,10,953
2,51,1,2,1,3,0,0,1062,2100,27,27,3216
3,62,2,1,1,0,1,1,370,1100,12,14,1496
2,70,2,2,2,7,0,0,1726,3950,341,51,6068
4,63,2,1,0,4,1,1,600,1110,0,15,1725
2,127,3,2,1,10,1,1,1393,6156,172,78,7799
2,230,4,3,2,2,1,1,3200,10000,917,127,14240
3,102,3,3,1,9,1,1,1100,1500,105,20,2725
2,65,2,2,1,11,1,0,564,1679,0,22,2265
4,67,2,1,0,2,1,1,590,1500,57,20,2167
0,56,1,1,0,2,1,1,300,700,34,11,1045
2,172,3,3,2,14,1,0,2100,7000,834,89,10020
0,60,2,1,1,0,1,1,0,540,0,10,550
2,80,2,2,1,8,0,0,1000,4500,250,58,5808
3,156,4,5,3,3,0,1,1950,935,200,12,3097
3,70,1,1,1,11,0,1,365,1200,40,16,1621
4,125,3,2,0,4,1,1,950,5500,243,71,6764
1,90,2,2,2,14,0,1,950,2600,304,35,3889
2,50,2,1,0,0,0,1,0,1100,80,17,1197
4,260,4,3,1,11,1,0,2585,5500,1052,71,9208
2,249,4,2,2,0,1,1,0,4300,57,65,4422
2,179,3,5,0,11,1,0,2000,14500,975,184,17660
2,16,1,1,0,8,0,1,320,2200,0,28,2548
1,350,7,5,5,0,1,1,0,9000,0,148,9148
4,28,1,1,0,21,1,1,400,2285,75,30,2790
2,102,3,2,2,1,1,1,1300,1900,340,25,3565
2,31,1,1,0,6,1,1,200,2614,84,34,2932
2,480,4,6,3,0,1,1,0,10000,500,151,10650
2,290,4,4,4,1,1,1,4900,1000,1659,13,7572
2,35,1,1,1,12,0,0,1170,2200,242,28,3640
2,24,1,1,0,2,0,1,500,1420,0,18,1938
0,70,2,1,1,2,1,0,100,1360,100,20,1580
4,55,2,1,1,9,0,1,800,1500,39,20,2359
1,120,3,1,1,2,1,1,900,3000,183,40,4123
2,160,3,3,1,11,1,1,1809,3370,250,43,5472
3,47,1,1,1,9,1,1,470,600,43,8,1121
2,95,3,2,2,1,1,1,1100,1600,209,21,2930
1,300,4,3,3,3,1,1,1400,7500,469,100,9469
1,210,4,3,3,3,1,1,360,3300,150,44,3854
0,45,1,1,1,18,0,1,450,2000,100,30,2580
2,87,2,1,1,5,1,1,800,1220,46,16,2082
2,250,4,4,2,17,1,0,2600,6000,500,77,9177
2,82,3,2,2,2,1,1,1100,1500,159,20,2779
3,93,3,2,2,4,1,1,1459,2300,191,30,3980
2,142,3,4,3,2,1,1,1200,6000,500,77,7777
3,74,3,2,1,17,1,1,706,1040,100,14,1860
0,36,1,1,0,4,0,0,277,1290,87,19,1673
2,33,1,1,0,14,1,1,500,3999,0,51,4550
4,80,2,1,0,10,0,1,700,1000,98,13,1811
0,90,2,1,1,2,1,0,220,1350,53,20,1643
2,195,2,3,3,15,1,0,2600,9200,250,117,12170
2,186,3,2,2,5,1,1,1473,2200,185,28,3886
2,275,4,4,3,9,1,1,3300,6800,1250,87,11440
1,230,4,4,5,13,1,1,2500,7500,1900,100,12000
0,42,1,1,1,11,1,1,372,2700,0,40,3112
4,388,4,4,1,2,0,1,6047,15000,104,194,21350
2,94,3,3,2,1,1,1,750,2433,0,31,3593
2,260,4,2,2,3,1,1,1715,6000,594,77,8386
3,65,3,2,1,2,0,1,620,1100,60,14,1794
4,76,2,1,0,5,1,1,767,1280,57,17,2121
2,131,4,4,3,1,0,0,2100,6000,818,77,8995
2,225,3,3,4,6,1,0,1360,10500,750,134,12740
1,71,3,2,2,4,1,1,660,970,149,13,1792
1,201,4,4,3,2,1,1,1651,5300,852,71,7874
4,570,3,6,2,11,1,1,3000,14000,334,181,17520
0,53,2,2,1,3,1,1,360,1275,59,19,1713
1,240,4,5,3,4,1,1,912,3500,350,47,4809
4,50,1,1,0,2,1,1,0,2700,100,35,2835
0,68,2,2,1,2,1,1,400,1800,82,27,2309
2,54,1,1,1,13,0,0,679,5000,359,64,6102
2,178,2,3,4,1,0,1,3145,2500,903,32,6580
0,50,1,1,0,3,1,1,0,1100,0,17,1117
2,212,4,3,6,0,1,0,0,2983,237,45,3265
2,380,4,6,4,7,1,1,3570,4900,1193,63,9726
2,138,2,2,1,11,1,0,1000,7000,89,89,8178
1,180,4,3,3,4,0,1,1947,4200,407,56,6610
0,43,1,1,1,4,1,1,360,800,82,12,1254
4,48,1,1,1,6,1,0,0,2800,0,37,2837
4,180,3,3,0,7,1,0,916,7600,378,98,8992
3,70,1,2,1,6,1,0,1500,2500,0,32,4032
0,155,2,2,2,5,1,1,450,2300,94,34,2878
2,262,3,4,4,8,1,1,4844,15000,2050,191,22090
2,25,1,1,1,25,1,1,331,2100,64,27,2522
2,50,3,1,1,4,0,1,852,2500,126,32,3510
2,108,3,2,1,14,1,1,1714,5000,127,64,6905
2,170,3,2,1,14,1,0,1700,4500,85,58,6343
2,60,1,1,0,0,1,1,0,1000,34,16,1050
2,78,3,2,2,10,1,1,650,2400,117,31,3198
1,170,3,2,0,0,1,1,0,5000,320,82,5402
4,20,1,1,0,2,1,1,0,600,0,8,608
0,500,5,4,4,4,0,1,2000,4000,1250,59,7309
2,248,3,4,4,2,1,1,3163,14000,966,178,18310
2,145,3,3,2,7,1,1,1400,5500,0,70,6970
2,50,1,1,1,10,0,0,1436,7800,359,99,9694
0,44,1,2,0,3,1,1,140,1350,10,20,1520
2,200,3,2,2,0,1,1,0,4500,250,68,4818
1,58,2,2,1,5,1,1,400,999,99,14,1512
2,280,3,4,4,4,1,1,5000,15000,1500,191,21690
2,52,1,1,1,7,1,0,1500,3000,292,39,4831
2,271,3,3,2,0,1,1,0,8000,959,121,9080
2,223,4,4,7,0,1,1,0,5500,1169,83,6752
2,263,4,5,4,21,1,1,2900,12500,1588,159,17150
0,157,4,3,1,12,1,0,1150,3500,169,52,4871
2,323,5,5,3,0,1,1,0,4800,582,73,5455
